make,model,variant,year,fuel_type,transmission,cc,mileage,seating_capacity,body_type,is_active,is_discontinued,source,confidence,range_key,start_year,end_year,model_generation,carwale_make_slug,carwale_model_slug,carwale_version_id,carwale_version_slug,carwale_model_url,ex_showroom_price
Ashok Leyland,Stile,LS 8 STR,2014,Diesel,Manual,1461,20.07,8 Person,,False,True,carwale,carwale_launch_discontinue_range,ashok-leyland-stile-ls-8-str-diesel-manual-1461-2013-2015,2013,2015,Stile [2013-2015],ashok-leyland,stile-2013-2015,3117,ls-8-str,https://www.carwale.com/ashok-leyland-cars/stile-2013-2015/,
Ashok Leyland,Stile,LX 7 STR,2014,Diesel,Manual,1461,20.07,8 Person,,False,True,carwale,carwale_launch_discontinue_range,ashok-leyland-stile-lx-7-str-diesel-manual-1461-2013-2015,2013,2015,Stile [2013-2015],ashok-leyland,stile-2013-2015,3123,lx-7-str,https://www.carwale.com/ashok-leyland-cars/stile-2013-2015/,
Ashok Leyland,Stile,LX 7 STR Alloy,2014,Diesel,Manual,1461,20.07,8 Person,,False,True,carwale,carwale_launch_discontinue_range,ashok-leyland-stile-lx-7-str-alloy-diesel-manual-1461-2013-2015,2013,2015,Stile [2013-2015],ashok-leyland,stile-2013-2015,3124,lx-7-str-alloy,https://www.carwale.com/ashok-leyland-cars/stile-2013-2015/,
Ashok Leyland,Stile,LX 8 STR,2014,Diesel,Manual,1461,20.07,8 Person,,False,True,carwale,carwale_launch_discontinue_range,ashok-leyland-stile-lx-8-str-diesel-manual-1461-2013-2015,2013,2015,Stile [2013-2015],ashok-leyland,stile-2013-2015,3118,lx-8-str,https://www.carwale.com/ashok-leyland-cars/stile-2013-2015/,
Ashok Leyland,Stile,LE 7 STR,2015,Diesel,Manual,1461,20.07,8 Person,,False,True,carwale,carwale_launch_discontinue_range,ashok-leyland-stile-le-7-str-diesel-manual-1461-2013-2015,2013,2015,Stile [2013-2015],ashok-leyland,stile-2013-2015,3121,le-7-str,https://www.carwale.com/ashok-leyland-cars/stile-2013-2015/,
Ashok Leyland,Stile,LE 8 STR,2015,Diesel,Manual,1461,20.07,8 Person,,False,True,carwale,carwale_launch_discontinue_range,ashok-leyland-stile-le-8-str-diesel-manual-1461-2013-2015,2013,2015,Stile [2013-2015],ashok-leyland,stile-2013-2015,3116,le-8-str,https://www.carwale.com/ashok-leyland-cars/stile-2013-2015/,
Ashok Leyland,Stile,LS 7 STR,2015,Diesel,Manual,1461,20.07,8 Person,,False,True,carwale,carwale_launch_discontinue_range,ashok-leyland-stile-ls-7-str-diesel-manual-1461-2013-2015,2013,2015,Stile [2013-2015],ashok-leyland,stile-2013-2015,3122,ls-7-str,https://www.carwale.com/ashok-leyland-cars/stile-2013-2015/,
Ashok Leyland,Stile,LS 8 STR,2015,Diesel,Manual,1461,20.07,8 Person,,False,True,carwale,carwale_launch_discontinue_range,ashok-leyland-stile-ls-8-str-diesel-manual-1461-2013-2015,2013,2015,Stile [2013-2015],ashok-leyland,stile-2013-2015,3117,ls-8-str,https://www.carwale.com/ashok-leyland-cars/stile-2013-2015/,
Ashok Leyland,Stile,LX 7 STR,2015,Diesel,Manual,1461,20.07,8 Person,,False,True,carwale,carwale_launch_discontinue_range,ashok-leyland-stile-lx-7-str-diesel-manual-1461-2013-2015,2013,2015,Stile [2013-2015],ashok-leyland,stile-2013-2015,3123,lx-7-str,https://www.carwale.com/ashok-leyland-cars/stile-2013-2015/,
Ashok Leyland,Stile,LX 7 STR Alloy,2015,Diesel,Manual,1461,20.07,8 Person,,False,True,carwale,carwale_launch_discontinue_range,ashok-leyland-stile-lx-7-str-alloy-diesel-manual-1461-2013-2015,2013,2015,Stile [2013-2015],ashok-leyland,stile-2013-2015,3124,lx-7-str-alloy,https://www.carwale.com/ashok-leyland-cars/stile-2013-2015/,
Ashok Leyland,Stile,LX 8 STR,2015,Diesel,Manual,1461,20.07,8 Person,,False,True,carwale,carwale_launch_discontinue_range,ashok-leyland-stile-lx-8-str-diesel-manual-1461-2013-2015,2013,2015,Stile [2013-2015],ashok-leyland,stile-2013-2015,3118,lx-8-str,https://www.carwale.com/ashok-leyland-cars/stile-2013-2015/,
Aston Martin,DB11,Evolution,2020,Petrol,Automatic,5198,8.9,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db11-evolution-petrol-automatic-5198-2020-2026,2020,2026,DB11,aston-martin,db11,7381,evolution,https://www.carwale.com/aston-martin-cars/db11/,
Aston Martin,DB11,Evolution,2021,Petrol,Automatic,5198,8.9,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db11-evolution-petrol-automatic-5198-2020-2026,2020,2026,DB11,aston-martin,db11,7381,evolution,https://www.carwale.com/aston-martin-cars/db11/,
Aston Martin,DB11,Evolution,2022,Petrol,Automatic,5198,8.9,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db11-evolution-petrol-automatic-5198-2020-2026,2020,2026,DB11,aston-martin,db11,7381,evolution,https://www.carwale.com/aston-martin-cars/db11/,
Aston Martin,DB11,Evolution,2023,Petrol,Automatic,5198,8.9,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db11-evolution-petrol-automatic-5198-2020-2026,2020,2026,DB11,aston-martin,db11,7381,evolution,https://www.carwale.com/aston-martin-cars/db11/,
Aston Martin,DB11,Evolution,2024,Petrol,Automatic,5198,8.9,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db11-evolution-petrol-automatic-5198-2020-2026,2020,2026,DB11,aston-martin,db11,7381,evolution,https://www.carwale.com/aston-martin-cars/db11/,
Aston Martin,DB11,Evolution,2025,Petrol,Automatic,5198,8.9,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db11-evolution-petrol-automatic-5198-2020-2026,2020,2026,DB11,aston-martin,db11,7381,evolution,https://www.carwale.com/aston-martin-cars/db11/,
Aston Martin,DB11,Evolution,2026,Petrol,Automatic,5198,8.9,4 Person,,True,False,carwale,carwale_launch_discontinue_range,aston-martin-db11-evolution-petrol-automatic-5198-2020-2026,2020,2026,DB11,aston-martin,db11,7381,evolution,https://www.carwale.com/aston-martin-cars/db11/,
Aston Martin,DB12,4.0-litre,2023,Petrol,Automatic,5198,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db12-4-0-litre-petrol-automatic-5198-2023-2026,2023,2026,DB12,aston-martin,db12,15211,40-litre,https://www.carwale.com/aston-martin-cars/db12/,
Aston Martin,DB12,4.0-litre,2024,Petrol,Automatic,5198,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db12-4-0-litre-petrol-automatic-5198-2023-2026,2023,2026,DB12,aston-martin,db12,15211,40-litre,https://www.carwale.com/aston-martin-cars/db12/,
Aston Martin,DB12,4.0-litre,2025,Petrol,Automatic,5198,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db12-4-0-litre-petrol-automatic-5198-2023-2026,2023,2026,DB12,aston-martin,db12,15211,40-litre,https://www.carwale.com/aston-martin-cars/db12/,
Aston Martin,DB12,4.0-litre,2026,Petrol,Automatic,5198,kmpl,4 Person,,True,False,carwale,carwale_launch_discontinue_range,aston-martin-db12-4-0-litre-petrol-automatic-5198-2023-2026,2023,2026,DB12,aston-martin,db12,15211,40-litre,https://www.carwale.com/aston-martin-cars/db12/,
Aston Martin,DB9,Coupe,2014,Petrol,Automatic,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db9-coupe-petrol-automatic-5935-2014-2016,2014,2016,DB9,aston-martin,db9,2114,coupe,https://www.carwale.com/aston-martin-cars/db9/,
Aston Martin,DB9,Volante,2014,Petrol,Automatic,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db9-volante-petrol-automatic-5935-2014-2016,2014,2016,DB9,aston-martin,db9,2113,volante,https://www.carwale.com/aston-martin-cars/db9/,
Aston Martin,DB9,Coupe,2015,Petrol,Automatic,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db9-coupe-petrol-automatic-5935-2014-2016,2014,2016,DB9,aston-martin,db9,2114,coupe,https://www.carwale.com/aston-martin-cars/db9/,
Aston Martin,DB9,Volante,2015,Petrol,Automatic,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db9-volante-petrol-automatic-5935-2014-2016,2014,2016,DB9,aston-martin,db9,2113,volante,https://www.carwale.com/aston-martin-cars/db9/,
Aston Martin,DB9,Coupe,2016,Petrol,Automatic,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db9-coupe-petrol-automatic-5935-2014-2016,2014,2016,DB9,aston-martin,db9,2114,coupe,https://www.carwale.com/aston-martin-cars/db9/,
Aston Martin,DB9,Volante,2016,Petrol,Automatic,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-db9-volante-petrol-automatic-5935-2014-2016,2014,2016,DB9,aston-martin,db9,2113,volante,https://www.carwale.com/aston-martin-cars/db9/,
Aston Martin,DBS,Coupe,2011,Petrol,Automatic,5935,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-dbs-coupe-petrol-automatic-5935-2007-2012,2007,2012,DBS [2007-2012],aston-martin,dbs20072012,2111,coupe,https://www.carwale.com/aston-martin-cars/dbs20072012/,
Aston Martin,DBS,Volante,2011,Petrol,Automatic,5935,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-dbs-volante-petrol-automatic-5935-2007-2012,2007,2012,DBS [2007-2012],aston-martin,dbs20072012,2112,volante,https://www.carwale.com/aston-martin-cars/dbs20072012/,
Aston Martin,DBS,Coupe,2012,Petrol,Automatic,5935,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-dbs-coupe-petrol-automatic-5935-2007-2012,2007,2012,DBS [2007-2012],aston-martin,dbs20072012,2111,coupe,https://www.carwale.com/aston-martin-cars/dbs20072012/,
Aston Martin,DBS,Volante,2012,Petrol,Automatic,5935,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-dbs-volante-petrol-automatic-5935-2007-2012,2007,2012,DBS [2007-2012],aston-martin,dbs20072012,2112,volante,https://www.carwale.com/aston-martin-cars/dbs20072012/,
Aston Martin,DBX,Petrol,2020,Petrol,Automatic,,kmpl,5 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-dbx-petrol-petrol-automatic-2020-2022,2020,2022,DBX [2020-2022],aston-martin,dbx-2020-2022,22397,petrol,https://www.carwale.com/aston-martin-cars/dbx-2020-2022/,
Aston Martin,DBX,Petrol,2021,Petrol,Automatic,,kmpl,5 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-dbx-petrol-petrol-automatic-2020-2022,2020,2022,DBX [2020-2022],aston-martin,dbx-2020-2022,22397,petrol,https://www.carwale.com/aston-martin-cars/dbx-2020-2022/,
Aston Martin,DBX,707,2022,Petrol,Automatic,3982,10.1,5 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-dbx-707-petrol-automatic-3982-2022-2022,2022,2022,DBX,aston-martin,dbx,11205,707,https://www.carwale.com/aston-martin-cars/dbx/,
Aston Martin,DBX,Petrol,2022,Petrol,Automatic,,kmpl,5 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-dbx-petrol-petrol-automatic-2020-2022,2020,2022,DBX [2020-2022],aston-martin,dbx-2020-2022,22397,petrol,https://www.carwale.com/aston-martin-cars/dbx-2020-2022/,
Aston Martin,DBX,Twin Turbo,2022,Petrol,Automatic,3982,10.1,5 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-dbx-twin-turbo-petrol-automatic-3982-2022-2024,2022,2024,DBX,aston-martin,dbx,11207,twin-turbo,https://www.carwale.com/aston-martin-cars/dbx/,
Aston Martin,DBX,Twin Turbo,2023,Petrol,Automatic,3982,10.1,5 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-dbx-twin-turbo-petrol-automatic-3982-2022-2024,2022,2024,DBX,aston-martin,dbx,11207,twin-turbo,https://www.carwale.com/aston-martin-cars/dbx/,
Aston Martin,DBX,Twin Turbo,2024,Petrol,Automatic,3982,10.1,5 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-dbx-twin-turbo-petrol-automatic-3982-2022-2024,2022,2024,DBX,aston-martin,dbx,11207,twin-turbo,https://www.carwale.com/aston-martin-cars/dbx/,
Aston Martin,Rapide,LUXE,2012,Petrol,Automatic,5935,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-rapide-luxe-petrol-automatic-5935-2012-2016,2012,2016,Rapide,aston-martin,rapide,2106,luxe,https://www.carwale.com/aston-martin-cars/rapide/,
Aston Martin,Rapide,LUXE,2013,Petrol,Automatic,5935,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-rapide-luxe-petrol-automatic-5935-2012-2016,2012,2016,Rapide,aston-martin,rapide,2106,luxe,https://www.carwale.com/aston-martin-cars/rapide/,
Aston Martin,Rapide,LUXE,2014,Petrol,Automatic,5935,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-rapide-luxe-petrol-automatic-5935-2012-2016,2012,2016,Rapide,aston-martin,rapide,2106,luxe,https://www.carwale.com/aston-martin-cars/rapide/,
Aston Martin,Rapide,LUXE,2015,Petrol,Automatic,5935,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-rapide-luxe-petrol-automatic-5935-2012-2016,2012,2016,Rapide,aston-martin,rapide,2106,luxe,https://www.carwale.com/aston-martin-cars/rapide/,
Aston Martin,Rapide,LUXE,2016,Petrol,Automatic,5935,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-rapide-luxe-petrol-automatic-5935-2012-2016,2012,2016,Rapide,aston-martin,rapide,2106,luxe,https://www.carwale.com/aston-martin-cars/rapide/,
Aston Martin,Rapide,S V12,2016,Petrol,Automatic,5935,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-rapide-s-v12-petrol-automatic-5935-2016-2020,2016,2020,Rapide,aston-martin,rapide,4944,s-v12,https://www.carwale.com/aston-martin-cars/rapide/,
Aston Martin,Rapide,S V12,2017,Petrol,Automatic,5935,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-rapide-s-v12-petrol-automatic-5935-2016-2020,2016,2020,Rapide,aston-martin,rapide,4944,s-v12,https://www.carwale.com/aston-martin-cars/rapide/,
Aston Martin,Rapide,S V12,2018,Petrol,Automatic,5935,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-rapide-s-v12-petrol-automatic-5935-2016-2020,2016,2020,Rapide,aston-martin,rapide,4944,s-v12,https://www.carwale.com/aston-martin-cars/rapide/,
Aston Martin,Rapide,S V12,2019,Petrol,Automatic,5935,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-rapide-s-v12-petrol-automatic-5935-2016-2020,2016,2020,Rapide,aston-martin,rapide,4944,s-v12,https://www.carwale.com/aston-martin-cars/rapide/,
Aston Martin,Rapide,S V12,2020,Petrol,Automatic,5935,kmpl,4 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-rapide-s-v12-petrol-automatic-5935-2016-2020,2016,2020,Rapide,aston-martin,rapide,4944,s-v12,https://www.carwale.com/aston-martin-cars/rapide/,
Aston Martin,V12 Vantage,Coupe,2011,Petrol,Manual,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v12-vantage-coupe-petrol-manual-5935-2010-2019,2010,2019,V12 Vantage [2010-2019],aston-martin,v12-vantage-2010-2019,2107,coupe,https://www.carwale.com/aston-martin-cars/v12-vantage-2010-2019/,
Aston Martin,V12 Vantage,Coupe,2012,Petrol,Manual,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v12-vantage-coupe-petrol-manual-5935-2010-2019,2010,2019,V12 Vantage [2010-2019],aston-martin,v12-vantage-2010-2019,2107,coupe,https://www.carwale.com/aston-martin-cars/v12-vantage-2010-2019/,
Aston Martin,V12 Vantage,Coupe,2013,Petrol,Manual,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v12-vantage-coupe-petrol-manual-5935-2010-2019,2010,2019,V12 Vantage [2010-2019],aston-martin,v12-vantage-2010-2019,2107,coupe,https://www.carwale.com/aston-martin-cars/v12-vantage-2010-2019/,
Aston Martin,V12 Vantage,Coupe,2014,Petrol,Manual,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v12-vantage-coupe-petrol-manual-5935-2010-2019,2010,2019,V12 Vantage [2010-2019],aston-martin,v12-vantage-2010-2019,2107,coupe,https://www.carwale.com/aston-martin-cars/v12-vantage-2010-2019/,
Aston Martin,V12 Vantage,Coupe,2015,Petrol,Manual,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v12-vantage-coupe-petrol-manual-5935-2010-2019,2010,2019,V12 Vantage [2010-2019],aston-martin,v12-vantage-2010-2019,2107,coupe,https://www.carwale.com/aston-martin-cars/v12-vantage-2010-2019/,
Aston Martin,V12 Vantage,Coupe,2016,Petrol,Manual,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v12-vantage-coupe-petrol-manual-5935-2010-2019,2010,2019,V12 Vantage [2010-2019],aston-martin,v12-vantage-2010-2019,2107,coupe,https://www.carwale.com/aston-martin-cars/v12-vantage-2010-2019/,
Aston Martin,V12 Vantage,Coupe,2017,Petrol,Manual,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v12-vantage-coupe-petrol-manual-5935-2010-2019,2010,2019,V12 Vantage [2010-2019],aston-martin,v12-vantage-2010-2019,2107,coupe,https://www.carwale.com/aston-martin-cars/v12-vantage-2010-2019/,
Aston Martin,V12 Vantage,Coupe,2018,Petrol,Manual,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v12-vantage-coupe-petrol-manual-5935-2010-2019,2010,2019,V12 Vantage [2010-2019],aston-martin,v12-vantage-2010-2019,2107,coupe,https://www.carwale.com/aston-martin-cars/v12-vantage-2010-2019/,
Aston Martin,V12 Vantage,Coupe,2019,Petrol,Manual,5935,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v12-vantage-coupe-petrol-manual-5935-2010-2019,2010,2019,V12 Vantage [2010-2019],aston-martin,v12-vantage-2010-2019,2107,coupe,https://www.carwale.com/aston-martin-cars/v12-vantage-2010-2019/,
Aston Martin,V8 Vantage,Coupe,2012,Petrol,Manual,4735,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-coupe-petrol-manual-4735-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2108,coupe,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,N420,2012,Petrol,Automatic,,kmpl,Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-n420-petrol-automatic-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2088,n420,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,Roadster,2012,Petrol,Manual,4735,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-roadster-petrol-manual-4735-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2109,roadster,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,S Coupe,2012,Petrol,Automatic,4735,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v8-vantage-s-coupe-petrol-automatic-4735-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2115,s-coupe,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,Coupe,2013,Petrol,Manual,4735,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-coupe-petrol-manual-4735-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2108,coupe,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,N420,2013,Petrol,Automatic,,kmpl,Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-n420-petrol-automatic-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2088,n420,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,Roadster,2013,Petrol,Manual,4735,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-roadster-petrol-manual-4735-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2109,roadster,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,S Coupe,2013,Petrol,Automatic,4735,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v8-vantage-s-coupe-petrol-automatic-4735-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2115,s-coupe,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,Coupe,2014,Petrol,Manual,4735,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-coupe-petrol-manual-4735-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2108,coupe,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,N420,2014,Petrol,Automatic,,kmpl,Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-n420-petrol-automatic-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2088,n420,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,Roadster,2014,Petrol,Manual,4735,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-roadster-petrol-manual-4735-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2109,roadster,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,S Coupe,2014,Petrol,Automatic,4735,kmpl,2 Person,,False,True,carwale,carwale_launch_discontinue_range,aston-martin-v8-vantage-s-coupe-petrol-automatic-4735-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2115,s-coupe,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,Coupe,2015,Petrol,Manual,4735,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-coupe-petrol-manual-4735-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2108,coupe,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,N420,2015,Petrol,Automatic,,kmpl,Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-n420-petrol-automatic-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2088,n420,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
Aston Martin,V8 Vantage,Roadster,2015,Petrol,Manual,4735,kmpl,2 Person,,False,True,carwale,model_generation_range_fallback,aston-martin-v8-vantage-roadster-petrol-manual-4735-2012-2018,2012,2018,V8 Vantage [2012-2018],aston-martin,v8-vantage-2012-2018,2109,roadster,https://www.carwale.com/aston-martin-cars/v8-vantage-2012-2018/,
